aid,attribute
24595,WOS:000335206900006
24596,WOS:000335212600010
24597,WOS:000335213700006
24598,WOS:000335220100009
24599,WOS:000335220500005
24600,WOS:000335220500007
24601,WOS:000335220600012
24602,WOS:000335226500070
24603,WOS:000335227400050
24604,WOS:000335227400106
24605,WOS:000335228900007
24606,WOS:000335232700001
24607,WOS:000335233400001
24608,WOS:000335240300039
24609,WOS:000335240300120
24610,WOS:000335245800065
24611,WOS:000335266000001
24612,WOS:000335274900018
24613,WOS:000335274900069
24614,WOS:000335277400006
24615,WOS:000335277700003
24616,WOS:000335278400024
24617,WOS:000335279500005
24618,WOS:000335279500007
24619,WOS:000335283000015
24620,WOS:000335284100002
24621,WOS:000335284100013
24622,WOS:000335284400030
24623,WOS:000335286700002
24624,WOS:000335287400004
24625,WOS:000335287700005
24626,WOS:000335291100018
24627,WOS:000335292500087
24628,WOS:000335293100016
24629,WOS:000335295000007
24630,WOS:000335296400006
24631,WOS:000335298200080
24632,WOS:000335298700004
24633,WOS:000335312200002
24634,WOS:000335313000026
24635,WOS:000335313100216
24636,WOS:000335313600006
24637,WOS:000335314300015
24638,WOS:000335317500058
24639,WOS:000335318100058
24640,WOS:000335318100163
24641,WOS:000335318100164
24642,WOS:000335318100211
24643,WOS:000335321400003
24644,WOS:000335324400011
24645,WOS:000335325900003
24646,WOS:000335327100007
24647,WOS:000335327100022
24648,WOS:000335327100023
24649,WOS:000335328000001
24650,WOS:000335328000024
24651,WOS:000335328000027
24652,WOS:000335328700005
24653,WOS:000335330700060
24654,WOS:000335334000005
24655,WOS:000335335100010
24656,WOS:000335336000014
24657,WOS:000335339200002
24658,WOS:000335344300014
24659,WOS:000335345900002
24660,WOS:000335362900009
24661,WOS:000335372900002
24662,WOS:000335372900012
24663,WOS:000335374000009
24664,WOS:000335379300022
24665,WOS:000335379600013
24666,WOS:000335382300019
24667,WOS:000335382700002
24668,WOS:000335382700025
24669,WOS:000335383900048
24670,WOS:000335386000003
24671,WOS:000335386100006
24672,WOS:000335386200024
24673,WOS:000335386600004
24674,WOS:000335387900010
24675,WOS:000335388500004
24676,WOS:000335391200015
24677,WOS:000335392600011
24678,WOS:000335392600025
24679,WOS:000335393600020
24680,WOS:000335395200007
24681,WOS:000335395300006
24682,WOS:000335395300015
24683,WOS:000335395700022
24684,WOS:000335395700023
24685,WOS:000335395900042
24686,WOS:000335396200025
24687,WOS:000335396900002
24688,WOS:000335396900004
24689,WOS:000335400600005
24690,WOS:000335412700011
24691,WOS:000335419600046
24692,WOS:000335419600157
24693,WOS:000335419600294
24694,WOS:000335419600471
24695,WOS:000335419600723
24696,WOS:000335419600730
24697,WOS:000335419600741
24698,WOS:000335419601015
24699,WOS:000335419601091
24700,WOS:000335419601450
24701,WOS:000335419601514
24702,WOS:000335419601577
24703,WOS:000335419602274
24704,WOS:000335419602321
24705,WOS:000335419602322
24706,WOS:000335419602442
24707,WOS:000335419603378
24708,WOS:000335419603437
24709,WOS:000335419603446
24710,WOS:000335419603623
24711,WOS:000335419603684
24712,WOS:000335419603759
24713,WOS:000335419604025
24714,WOS:000335419604205
24715,WOS:000335419604440
24716,WOS:000335419604468
24717,WOS:000335419604551
24718,WOS:000335419605473
24719,WOS:000335421300015
24720,WOS:000335422900008
24721,WOS:000335424800130
24722,WOS:000335424800135
24723,WOS:000335424800137
24724,WOS:000335424800220
24725,WOS:000335424800364
24726,WOS:000335424800512
24727,WOS:000335424800746
24728,WOS:000335429100010
24729,WOS:000335431800014
24730,WOS:000335433100049
24731,WOS:000335433500001
24732,WOS:000335433800006
24733,WOS:000335433800007
24734,WOS:000335442300006
24735,WOS:000335444200005
24736,WOS:000335445200007
24737,WOS:000335446400039
24738,WOS:000335449800015
24739,WOS:000335450300015
24740,WOS:000335451200037
24741,WOS:000335456600041
24742,WOS:000335456600047
24743,WOS:000335456600289
24744,WOS:000335456600364
24745,WOS:000335456600366
24746,WOS:000335456600367
24747,WOS:000335456600368
24748,WOS:000335457000076
24749,WOS:000335457400002
24750,WOS:000335460300008
24751,WOS:000335460602266
24752,WOS:000335461800030
24753,WOS:000335470200004
24754,WOS:000335470300014
24755,WOS:000335477300046
24756,WOS:000335484500018
24757,WOS:000335485200002
24758,WOS:000335488000008
24759,WOS:000335488400002
24760,WOS:000335491600040
24761,WOS:000335491900001
24762,WOS:000335491900117
24763,WOS:000335494100006
24764,WOS:000335494100009
24765,WOS:000335501200001
24766,WOS:000335504600050
24767,WOS:000335505000028
24768,WOS:000335505600055
24769,WOS:000335510600011
24770,WOS:000335510700005
24771,WOS:000335510800005
24772,WOS:000335511200005
24773,WOS:000335516000013
24774,WOS:000335518900006
24775,WOS:000335519400077
24776,WOS:000335521100001
24777,WOS:000335522800057
24778,WOS:000335532000001
24779,WOS:000335535200001
24780,WOS:000335537500005
24781,WOS:000335539600008
24782,WOS:000335540700022
24783,WOS:000335540700023
24784,WOS:000335541500013
24785,WOS:000335544200004
24786,WOS:000335547400045
24787,WOS:000335547500013
24788,WOS:000335561200009
24789,WOS:000335561200011
24790,WOS:000335562800010
24791,WOS:000335564700074
24792,WOS:000335564700089
24793,WOS:000335565500008
24794,WOS:000335567200011
24795,WOS:000335570700004
24796,WOS:000335577300002
24797,WOS:000335581200013
24798,WOS:000335581800013
24799,WOS:000335586700006
24800,WOS:000335607300010
24801,WOS:000335607500003
24802,WOS:000335607500022
24803,WOS:000335610100003
24804,WOS:000335610100025
24805,WOS:000335610400039
24806,WOS:000335610600003
24807,WOS:000335611900008
24808,WOS:000335612800005
24809,WOS:000335614600034
24810,WOS:000335620800009
24811,WOS:000335621600008
24812,WOS:000335623900009
24813,WOS:000335624900024
24814,WOS:000335624900027
24815,WOS:000335625900012
24816,WOS:000335626500024
24817,WOS:000335628300001
24818,WOS:000335628300021
24819,WOS:000335628400008
24820,WOS:000335629300015
24821,WOS:000335629300020
24822,WOS:000335630700012
24823,WOS:000335630700013
24824,WOS:000335632400014
24825,WOS:000335632700006
24826,WOS:000335632700020
24827,WOS:000335633300002
24828,WOS:000335633700005
24829,WOS:000335634700022
24830,WOS:000335635100007
24831,WOS:000335636100003
24832,WOS:000335636100013
24833,WOS:000335636500030
24834,WOS:000335638700047
24835,WOS:000335639300021
24836,WOS:000335639900028
24837,WOS:000335643700092
24838,WOS:000335643700322
24839,WOS:000335643700406
24840,WOS:000335643700506
24841,WOS:000335643700542
24842,WOS:000335643700597
24843,WOS:000335646400001
24844,WOS:000335647700006
24845,WOS:000335647700014
24846,WOS:000335648700003
24847,WOS:000335650700004
24848,WOS:000335652400009
24849,WOS:000335652500007
24850,WOS:000335652500017
24851,WOS:000335656800014
24852,WOS:000335658000008
24853,WOS:000335658600013
24854,WOS:000335660200017
24855,WOS:000335660900028
24856,WOS:000335660900030
24857,WOS:000335662600013
24858,WOS:000335662600018
24859,WOS:000335664900016
24860,WOS:000335666300010
24861,WOS:000335666300016
24862,WOS:000335666500012
24863,WOS:000335671000009
24864,WOS:000335672600012
24865,WOS:000335673000008
24866,WOS:000335673000011
24867,WOS:000335673000016
24868,WOS:000335673000017
24869,WOS:000335675200004
24870,WOS:000335691300005
24871,WOS:000335691300039
24872,WOS:000335704000006
24873,WOS:000335705700012
24874,WOS:000335705800003
24875,WOS:000335706400003
24876,WOS:000335706800073
24877,WOS:000335707700011
24878,WOS:000335710300097
24879,WOS:000335710700026
24880,WOS:000335710700029
24881,WOS:000335713000027
24882,WOS:000335715800003
24883,WOS:000335719900064
24884,WOS:000335720100005
24885,WOS:000335720100016
24886,WOS:000335720300051
24887,WOS:000335724300003
24888,WOS:000335724600001
24889,WOS:000335724600002
24890,WOS:000335728900045
24891,WOS:000335731100005
24892,WOS:000335734000002
24893,WOS:000335736800027
24894,WOS:000335736800038
24895,WOS:000335736800068
24896,WOS:000335737000003
24897,WOS:000335741300053
24898,WOS:000335745300022
24899,WOS:000335751000005
24900,WOS:000335752800027
24901,WOS:000335753000014
24902,WOS:000335756900013
24903,WOS:000335757300002
24904,WOS:000335757800013
24905,WOS:000335758500006
24906,WOS:000335761600015
24907,WOS:000335762100006
24908,WOS:000335762700033
24909,WOS:000335763000007
24910,WOS:000335765600016
24911,WOS:000335768400009
24912,WOS:000335769200003
24913,WOS:000335770200032
24914,WOS:000335771700009
24915,WOS:000335772400001
24916,WOS:000335772800002
24917,WOS:000335772800005
24918,WOS:000335774400007
24919,WOS:000335775500007
24920,WOS:000335777600049
24921,WOS:000335787500022
24922,WOS:000335796600001
24923,WOS:000335807200003
24924,WOS:000335807800004
24925,WOS:000335809300028
24926,WOS:000335809600002
24927,WOS:000335810700017
24928,WOS:000335810800001
24929,WOS:000335811500004
24930,WOS:000335812100021
24931,WOS:000335812300004
24932,WOS:000335813000002
24933,WOS:000335816700005
24934,WOS:000335816700008
24935,WOS:000335818300002
24936,WOS:000335819200001
24937,WOS:000335820700007
24938,WOS:000335821100020
24939,WOS:000335828900013
24940,WOS:000335829100001
24941,WOS:000335829100002
24942,WOS:000335830600010
24943,WOS:000335830600011
24944,WOS:000335830600042
24945,WOS:000335830600047
24946,WOS:000335834200006
24947,WOS:000335836700008
24948,WOS:000335839500013
24949,WOS:000335840900024
24950,WOS:000335841100023
24951,WOS:000335845200005
24952,WOS:000335847300003
24953,WOS:000335847500001
24954,WOS:000335850500016
24955,WOS:000335858900027
24956,WOS:000335860000004
24957,WOS:000335860500001
24958,WOS:000335861700002
24959,WOS:000335863800001
24960,WOS:000335865700015
24961,WOS:000335866200003
24962,WOS:000335867000001
24963,WOS:000335875400009
24964,WOS:000335877200025
24965,WOS:000335879000015
24966,WOS:000335880500007
24967,WOS:000335880600007
24968,WOS:000335883000003
24969,WOS:000335883000004
24970,WOS:000335883500001
24971,WOS:000335884500070
24972,WOS:000335885200014
24973,WOS:000335889000009
24974,WOS:000335892800009
24975,WOS:000335894300013
24976,WOS:000335896300019
24977,WOS:000335899400010
24978,WOS:000335902500001
24979,WOS:000335905300023
24980,WOS:000335906300005
24981,WOS:000335908100003
24982,WOS:000335909100016
24983,WOS:000335909200005
24984,WOS:000335909500013
24985,WOS:000335909700036
24986,WOS:000335912200008
24987,WOS:000335913100008
24988,WOS:000335913100094
24989,WOS:000335913100102
24990,WOS:000335914900002
24991,WOS:000335915600026
24992,WOS:000335915800003
24993,WOS:000335915900002
24994,WOS:000335917500018
24995,WOS:000335919200028
24996,WOS:000335919900128
24997,WOS:000335923100005
24998,WOS:000335923300016
24999,WOS:000335924100044
25000,WOS:000335924200068
25001,WOS:000335926900001
25002,WOS:000335928600062
25003,WOS:000335928800005
25004,WOS:000335929300007
25005,WOS:000335931800005
25006,WOS:000335932500112
25007,WOS:000335932600125
25008,WOS:000335932600127
25009,WOS:000335932700001
25010,WOS:000335932700019
25011,WOS:000335932700141
25012,WOS:000335933600002
25013,WOS:000335933900014
25014,WOS:000335933900030
25015,WOS:000335934700004
25016,WOS:000335934700006
25017,WOS:000335934700011
25018,WOS:000335940700003
25019,WOS:000335941400013
25020,WOS:000335944800013
25021,WOS:000335945500039
25022,WOS:000335946600009
25023,WOS:000335947500004
25024,WOS:000335951200011
25025,WOS:000335952100323
25026,WOS:000335952500006
25027,WOS:000335953100006
25028,WOS:000335956700001
25029,WOS:000335956700005
25030,WOS:000335956700009
25031,WOS:000335957600011
25032,WOS:000335958100005
25033,WOS:000335959200002
25034,WOS:000335961000007
25035,WOS:000335961700012
25036,WOS:000335962200012
25037,WOS:000335963100012
25038,WOS:000335966000005
25039,WOS:000335970300047
25040,WOS:000335973600026
25041,WOS:000335975000006
25042,WOS:000335980800016
25043,WOS:000335984600031
25044,WOS:000335986500015
25045,WOS:000335987900010
25046,WOS:000335989900007
25047,WOS:000335994100003
25048,WOS:000336005200001
25049,WOS:000336005200010
25050,WOS:000336005200016
25051,WOS:000336005200023
25052,WOS:000336005200049
25053,WOS:000336006700004
25054,WOS:000336011400002
25055,WOS:000336011400011
25056,WOS:000336011500018
25057,WOS:000336013400008
25058,WOS:000336014700005
25059,WOS:000336014700006
25060,WOS:000336018000011
25061,WOS:000336018700030
25062,WOS:000336020400004
25063,WOS:000336023900005
25064,WOS:000336023900012
25065,WOS:000336026000038
25066,WOS:000336026100015
25067,WOS:000336028100007
25068,WOS:000336028400019
25069,WOS:000336028400022
25070,WOS:000336030400010
25071,WOS:000336032300007
25072,WOS:000336032500018
25073,WOS:000336032700007
25074,WOS:000336033600004
25075,WOS:000336034400019
25076,WOS:000336034600002
25077,WOS:000336035300004
25078,WOS:000336035600009
25079,WOS:000336037400006
25080,WOS:000336041000002
25081,WOS:000336043800025
25082,WOS:000336044300004
25083,WOS:000336045400010
25084,WOS:000336045700025
25085,WOS:000336045700032
25086,WOS:000336046200003
25087,WOS:000336046300004
25088,WOS:000336046600001
25089,WOS:000336047300001
25090,WOS:000336047700026
25091,WOS:000336048600003
25092,WOS:000336052500008
25093,WOS:000336052700021
25094,WOS:000336054700028
25095,WOS:000336059300003
25096,WOS:000336059300015
25097,WOS:000336059300023
25098,WOS:000336061800001
25099,WOS:000336071500001
25100,WOS:000336075200005
25101,WOS:000336080500015
25102,WOS:000336080700001
25103,WOS:000336080700007
25104,WOS:000336081800041
25105,WOS:000336081800044
25106,WOS:000336085100003
25107,WOS:000336085200019
25108,WOS:000336086000008
25109,WOS:000336092200029
25110,WOS:000336092300026
25111,WOS:000336094200013
25112,WOS:000336099500003
25113,WOS:000336099800004
25114,WOS:000336102000001
25115,WOS:000336102200003
25116,WOS:000336102600010
25117,WOS:000336106800339
25118,WOS:000336109500059
25119,WOS:000336109900027
25120,WOS:000336110000014
25121,WOS:000336110600005
25122,WOS:000336111500004
25123,WOS:000336111500011
25124,WOS:000336112000007
25125,WOS:000336112500012
25126,WOS:000336117000014
25127,WOS:000336119700008
25128,WOS:000336119700010
25129,WOS:000336119800008
25130,WOS:000336120500006
25131,WOS:000336122700022
25132,WOS:000336125500025
25133,WOS:000336126000040
25134,WOS:000336136300009
25135,WOS:000336140700024
25136,WOS:000336142900006
25137,WOS:000336152700012
25138,WOS:000336152700029
25139,WOS:000336152700043
25140,WOS:000336156200014
25141,WOS:000336162300017
25142,WOS:000336168100011
25143,WOS:000336168100033
25144,WOS:000336186500003
25145,WOS:000336188000012
25146,WOS:000336190400003
25147,WOS:000336192100031
25148,WOS:000336192500006
25149,WOS:000336192800009
25150,WOS:000336196200002
25151,WOS:000336196200004
25152,WOS:000336197200006
25153,WOS:000336198900037
25154,WOS:000336198900047
25155,WOS:000336199000026
25156,WOS:000336207500009
25157,WOS:000336207800004
25158,WOS:000336212800034
25159,WOS:000336213800018
25160,WOS:000336213800033
25161,WOS:000336213800056
25162,WOS:000336213800062
25163,WOS:000336214500007
25164,WOS:000336217900002
25165,WOS:000336219700003
25166,WOS:000336219700017
25167,WOS:000336219900025
25168,WOS:000336220900021
25169,WOS:000336226400004
25170,WOS:000336229800002
25171,WOS:000336233800019
25172,WOS:000336234300004
25173,WOS:000336237100001
25174,WOS:000336237100011
25175,WOS:000336237600004
25176,WOS:000336237600036
25177,WOS:000336237900033
25178,WOS:000336239200013
25179,WOS:000336242800005
25180,WOS:000336243800001
25181,WOS:000336245700008
25182,WOS:000336246700001
25183,WOS:000336247400017
25184,WOS:000336249300031
25185,WOS:000336250400002
25186,WOS:000336250800018
25187,WOS:000336252000009
25188,WOS:000336252800001
25189,WOS:000336257700013
25190,WOS:000336258900027
25191,WOS:000336261700003
25192,WOS:000336262000023
25193,WOS:000336262100007
25194,WOS:000336262800016
25195,WOS:000336264400005
25196,WOS:000336266900013
25197,WOS:000336266900026
25198,WOS:000336273100004
25199,WOS:000336273200009
25200,WOS:000336273200018
25201,WOS:000336278000020
25202,WOS:000336278500007
25203,WOS:000336278500013
25204,WOS:000336278500015
25205,WOS:000336283800028
25206,WOS:000336283800031
25207,WOS:000336284300012
25208,WOS:000336284900001
25209,WOS:000336284900060
25210,WOS:000336314900007
25211,WOS:000336314900010
25212,WOS:000336314900014
25213,WOS:000336314900015
25214,WOS:000336333200003
25215,WOS:000336334400012
25216,WOS:000336336200010
25217,WOS:000336338100021
25218,WOS:000336338100022
25219,WOS:000336338500044
25220,WOS:000336339100001
25221,WOS:000336341500002
25222,WOS:000336343600040
25223,WOS:000336345900007
25224,WOS:000336345900026
25225,WOS:000336347300016
25226,WOS:000336347400008
25227,WOS:000336347700009
25228,WOS:000336347700015
25229,WOS:000336349400005
25230,WOS:000336350100006
25231,WOS:000336351100001
25232,WOS:000336351800049
25233,WOS:000336352000057
25234,WOS:000336354800002
25235,WOS:000336354800015
25236,WOS:000336355700009
25237,WOS:000336357600005
25238,WOS:000336359500003
25239,WOS:000336363800035
25240,WOS:000336368200015
25241,WOS:000336369200114
25242,WOS:000336374100032
25243,WOS:000336375300001
25244,WOS:000336376100022
25245,WOS:000336383500002
25246,WOS:000336384200006
25247,WOS:000336384200012
25248,WOS:000336386100008
25249,WOS:000336386100009
25250,WOS:000336386200003
25251,WOS:000336386200008
25252,WOS:000336386800037
25253,WOS:000336386800051
25254,WOS:000336386800060
25255,WOS:000336386800062
25256,WOS:000336386800081
25257,WOS:000336386800082
25258,WOS:000336386800093
25259,WOS:000336386800096
25260,WOS:000336386800114
25261,WOS:000336386800122
25262,WOS:000336386800125
25263,WOS:000336386800126
25264,WOS:000336386800130
25265,WOS:000336386800135
25266,WOS:000336386800140
25267,WOS:000336386800151
25268,WOS:000336387300014
25269,WOS:000336394000004
25270,WOS:000336399200001
25271,WOS:000336401400003
25272,WOS:000336402000009
25273,WOS:000336402800003
25274,WOS:000336408000003
25275,WOS:000336410600015
25276,WOS:000336410700009
25277,WOS:000336411300040
25278,WOS:000336414700021
25279,WOS:000336416600024
25280,WOS:000336417200007
25281,WOS:000336418000002
25282,WOS:000336418400019
25283,WOS:000336418600051
25284,WOS:000336424500008
25285,WOS:000336427900004
25286,WOS:000336427900007
25287,WOS:000336428200001
25288,WOS:000336430300002
25289,WOS:000336430400012
25290,WOS:000336430400056
25291,WOS:000336436300047
25292,WOS:000336436900011
25293,WOS:000336437300016
25294,WOS:000336437600001
25295,WOS:000336449400028
25296,WOS:000336465200003
25297,WOS:000336465300017
25298,WOS:000336467500033
25299,WOS:000336468000009
25300,WOS:000336471000001
25301,WOS:000336472800001
25302,WOS:000336475100005
25303,WOS:000336477100012
25304,WOS:000336482000010
25305,WOS:000336483200008
25306,WOS:000336484600012
25307,WOS:000336486100015
25308,WOS:000336487100010
25309,WOS:000336487100011
25310,WOS:000336489000017
25311,WOS:000336489000020
25312,WOS:000336491000003
25313,WOS:000336491000017
25314,WOS:000336491600014
25315,WOS:000336493200024
25316,WOS:000336494300003
25317,WOS:000336494700019
25318,WOS:000336494800060
25319,WOS:000336495200018
25320,WOS:000336495600002
25321,WOS:000336499000013
25322,WOS:000336500500005
25323,WOS:000336501300012
25324,WOS:000336501300016
25325,WOS:000336502100033
25326,WOS:000336502300018
25327,WOS:000336503000001
25328,WOS:000336507600008
25329,WOS:000336507800002
25330,WOS:000336507800003
25331,WOS:000336510500011
25332,WOS:000336511100015
25333,WOS:000336511300034
25334,WOS:000336519400001
25335,WOS:000336525000038
25336,WOS:000336526700021
25337,WOS:000336530200170
25338,WOS:000336530200223
25339,WOS:000336530200270
25340,WOS:000336530500004
25341,WOS:000336532100027
25342,WOS:000336532100045
25343,WOS:000336543500049
25344,WOS:000336552300013
25345,WOS:000336552300014
25346,WOS:000336552300045
25347,WOS:000336552300055
25348,WOS:000336552300627
25349,WOS:000336553500006
25350,WOS:000336553900002
25351,WOS:000336557300010
25352,WOS:000336558800005
25353,WOS:000336559800001
25354,WOS:000336559900010
25355,WOS:000336560700008
25356,WOS:000336561200001
25357,WOS:000336575100008
25358,WOS:000336575100018
25359,WOS:000336591500007
25360,WOS:000336591500010
25361,WOS:000336591500013
25362,WOS:000336593500003
25363,WOS:000336600100015
25364,WOS:000336602000009
25365,WOS:000336618600153
25366,WOS:000336618600154
25367,WOS:000336619300026
25368,WOS:000336619700008
25369,WOS:000336631000012
25370,WOS:000336638500001
25371,WOS:000336638600019
25372,WOS:000336639200034
25373,WOS:000336639200051
25374,WOS:000336639200080
25375,WOS:000336640600063
25376,WOS:000336640600067
25377,WOS:000336641600001
25378,WOS:000336641600005
25379,WOS:000336641700023
25380,WOS:000336643900026
25381,WOS:000336648700001
25382,WOS:000336651300004
25383,WOS:000336652000002
25384,WOS:000336653300071
25385,WOS:000336659900010
25386,WOS:000336661500005
25387,WOS:000336662100003
25388,WOS:000336662100012
25389,WOS:000336666500012
25390,WOS:000336690400002
25391,WOS:000336698400027
25392,WOS:000336699100011
25393,WOS:000336700000001
25394,WOS:000336700100002
25395,WOS:000336702800001
25396,WOS:000336702800009
25397,WOS:000336702800010
25398,WOS:000336703700001
25399,WOS:000336705500009
25400,WOS:000336705700007
25401,WOS:000336706100010
25402,WOS:000336706900024
25403,WOS:000336707500002
25404,WOS:000336708000002
25405,WOS:000336709700005
25406,WOS:000336709800014
25407,WOS:000336710500004
25408,WOS:000336710500005
25409,WOS:000336712700006
25410,WOS:000336717300011
25411,WOS:000336723400015
25412,WOS:000336724500007
25413,WOS:000336725100009
25414,WOS:000336725900005
25415,WOS:000336729000001
25416,WOS:000336729400007
25417,WOS:000336729400020
25418,WOS:000336729500086
25419,WOS:000336729800003
25420,WOS:000336731200001
25421,WOS:000336731700011
25422,WOS:000336732100011
25423,WOS:000336732100065
25424,WOS:000336732100120
25425,WOS:000336732100137
25426,WOS:000336732100156
25427,WOS:000336732100195
25428,WOS:000336732400016
25429,WOS:000336734300001
25430,WOS:000336734900003
25431,WOS:000336734900014
25432,WOS:000336734900018
25433,WOS:000336734900029
25434,WOS:000336736700008
25435,WOS:000336740500019
25436,WOS:000336741700027
25437,WOS:000336742900001
25438,WOS:000336744800025
25439,WOS:000336745400031
25440,WOS:000336745800009
25441,WOS:000336745900020
25442,WOS:000336746900012
25443,WOS:000336747200028
25444,WOS:000336759700001
25445,WOS:000336760100001
25446,WOS:000336768900038
25447,WOS:000336775900007
25448,WOS:000336776100004
25449,WOS:000336778900007
25450,WOS:000336778900015
25451,WOS:000336779600022
25452,WOS:000336782700037
25453,WOS:000336784500005
25454,WOS:000336785300001
25455,WOS:000336785800005
25456,WOS:000336790700012
25457,WOS:000336790800038
25458,WOS:000336791500011
25459,WOS:000336794500044
25460,WOS:000336798000049
25461,WOS:000336798600010
25462,WOS:000336802600004
25463,WOS:000336804700015
25464,WOS:000336804900009
25465,WOS:000336808800011
25466,WOS:000336809300014
25467,WOS:000336809400023
25468,WOS:000336809400029
25469,WOS:000336809400032
25470,WOS:000336820000008
25471,WOS:000336821400034
25472,WOS:000336825900002
25473,WOS:000336826100013
25474,WOS:000336826700002
25475,WOS:000336829200004
25476,WOS:000336836400003
25477,WOS:000336836500001
25478,WOS:000336836900002
25479,WOS:000336839200023
25480,WOS:000336839800012
25481,WOS:000336840900030
25482,WOS:000336841200036
25483,WOS:000336841400035
25484,WOS:000336841400078
25485,WOS:000336841900052
25486,WOS:000336842300023
25487,WOS:000336842500002
25488,WOS:000336842500017
25489,WOS:000336842500019
25490,WOS:000336842500021
25491,WOS:000336842600004
25492,WOS:000336844100003
25493,WOS:000336844900006
25494,WOS:000336846400001
25495,WOS:000336846400002
25496,WOS:000336847900009
25497,WOS:000336848300001
25498,WOS:000336848800038
25499,WOS:000336849900076
25500,WOS:000336849901466
25501,WOS:000336849901480
25502,WOS:000336849901586
25503,WOS:000336849902036
25504,WOS:000336849902063
25505,WOS:000336849902092
25506,WOS:000336849902186
25507,WOS:000336857400046
25508,WOS:000336858300029
25509,WOS:000336863900059
25510,WOS:000336870600002
25511,WOS:000336872100024
25512,WOS:000336873500005
25513,WOS:000336877700030
25514,WOS:000336877900016
25515,WOS:000336878300001
25516,WOS:000336878600050
25517,WOS:000336878600053
25518,WOS:000336878600060
25519,WOS:000336883300024
25520,WOS:000336884000011
25521,WOS:000336888800010
25522,WOS:000336889900015
25523,WOS:000336891100024
25524,WOS:000336892500003
25525,WOS:000336893700004
25526,WOS:000336893700005
25527,WOS:000336895400005
25528,WOS:000336898800001
25529,WOS:000336901800003
25530,WOS:000336905000007
25531,WOS:000336905200006
25532,WOS:000336906000002
25533,WOS:000336907900001
25534,WOS:000336909100007
25535,WOS:000336909100089
25536,WOS:000336911100005
25537,WOS:000336911600007
25538,WOS:000336912200007
25539,WOS:000336918500002
25540,WOS:000336918600077
25541,WOS:000336921400001
25542,WOS:000336922600015
25543,WOS:000336922600131
25544,WOS:000336923700005
25545,WOS:000336942500006
25546,WOS:000336948700020
25547,WOS:000336952700002
25548,WOS:000336953100050
25549,WOS:000336954000015
25550,WOS:000336954000016
25551,WOS:000336960500032
25552,WOS:000336960800007
25553,WOS:000336962000021
25554,WOS:000336962000030
25555,WOS:000336962600012
25556,WOS:000336962600015
25557,WOS:000336963100001
25558,WOS:000336963300003
25559,WOS:000336963800016
25560,WOS:000336964600025
25561,WOS:000336964600045
25562,WOS:000336964600050
25563,WOS:000336964600066
25564,WOS:000336964600099
25565,WOS:000336964600101
25566,WOS:000336964600116
25567,WOS:000336964600128
25568,WOS:000336964600150
25569,WOS:000336964600162
25570,WOS:000336964600189
25571,WOS:000336964600226
25572,WOS:000336964600246
25573,WOS:000336967000037
25574,WOS:000336969900005
25575,WOS:000336970200029
25576,WOS:000336970400121
25577,WOS:000336971300040
25578,WOS:000336971300055
25579,WOS:000336976400001
25580,WOS:000336977600003
25581,WOS:000336981200002
25582,WOS:000336981200003
25583,WOS:000336981200004
25584,WOS:000336981200005
25585,WOS:000336981200006
25586,WOS:000336981200013
25587,WOS:000336983000004
25588,WOS:000336984400006
25589,WOS:000337000401232
25590,WOS:000337000401275
25591,WOS:000337000401483
25592,WOS:000337000401548
25593,WOS:000337000401744
25594,WOS:000337000402031
25595,WOS:000337000402395
25596,WOS:000337000402542
25597,WOS:000337000402607
25598,WOS:000337000402841
25599,WOS:000337000403193
25600,WOS:000337000403476
25601,WOS:000337000403498
25602,WOS:000337000403606
25603,WOS:000337000403848
25604,WOS:000337000404324
25605,WOS:000337000404479
25606,WOS:000337006100013
25607,WOS:000337006200009
25608,WOS:000337011400002
25609,WOS:000337011800005
25610,WOS:000337013400017
25611,WOS:000337015400005
25612,WOS:000337015400010
25613,WOS:000337016000002
25614,WOS:000337016300017
25615,WOS:000337017200006
25616,WOS:000337018900003
25617,WOS:000337021400002
25618,WOS:000337021600007
25619,WOS:000337027900012
25620,WOS:000337030300015
25621,WOS:000337030300019
25622,WOS:000337031200028
25623,WOS:000337031400001
25624,WOS:000337035100004
25625,WOS:000337037100020
25626,WOS:000337038500005
25627,WOS:000337042900002
25628,WOS:000337042900011
25629,WOS:000337042900012
25630,WOS:000337043400001
25631,WOS:000337050300003
25632,WOS:000337050600002
25633,WOS:000337053800002
25634,WOS:000337057800003
25635,WOS:000337061900023
25636,WOS:000337061900034
25637,WOS:000337063700008
25638,WOS:000337064700002
25639,WOS:000337064700003
25640,WOS:000337065100007
25641,WOS:000337066100024
25642,WOS:000337068600001
25643,WOS:000337071000011
25644,WOS:000337074500026
25645,WOS:000337074700006
25646,WOS:000337074700039
25647,WOS:000337076800004
25648,WOS:000337077100001
25649,WOS:000337078000027
25650,WOS:000337078100005
25651,WOS:000337084000007
25652,WOS:000337084000011
25653,WOS:000337084100006
25654,WOS:000337090400002
25655,WOS:000337091300010
25656,WOS:000337095200006
25657,WOS:000337095200011
25658,WOS:000337095200028
25659,WOS:000337095200091
25660,WOS:000337095500008
25661,WOS:000337100800013
25662,WOS:000337101700002
25663,WOS:000337106300019
25664,WOS:000337107100063
25665,WOS:000337109000004
25666,WOS:000337110700010
25667,WOS:000337111500002
25668,WOS:000337111500009
25669,WOS:000337113000046
25670,WOS:000337113100005
