nid,aid
1523,12718
1524,12718
1525,12718
1526,12718
1526,21608
1527,12718
1527,27038
1528,12718
1528,27038
1529,12718
1529,27038
1530,12718
1530,27038
1531,12718
1531,27038
1532,12718
1532,27038
1533,12718
1534,12718
1534,27038
1535,12718
1535,27410
1536,12718
1536,26923
1537,12718
1537,27410
1538,12718
1539,12718
1540,12718
1540,27410
1541,12718
1541,27410
1542,12718
1542,3147
1543,12718
1544,12718
1544,27410
1545,12718
1545,27410
1546,12718
1546,3147
1547,12718
1547,26923
1548,12718
1548,27410
1549,12718
1550,12718
1550,27410
1551,12718
1551,27410
1552,12718
1552,27410
1553,12718
1553,27410
1554,12718
1555,12718
1555,27396
1556,12718
1556,3147
1557,12718
1558,12718
1558,27396
1558,3147
1559,12718
1559,27396
1560,12718
1561,12718
1561,27396
1562,12718
1563,13410
1564,13410
1565,13987
1566,13987
1567,13987
1568,13987
1569,13987
1570,13987
1571,13987
1572,13987
1573,4532
1574,4532
1575,4532
1576,13899
1577,13899
1578,13899
1579,13899
1580,13899
1581,13899
799,13899
1582,13899
1583,13899
1584,13899
1585,27131
1586,27131
1587,27131
1588,27131
1589,27131
1590,27131
1591,23240
1592,23240
1593,23240
1594,23240
1595,23240
1596,23240
1597,23240
1598,23240
1599,28106
1600,11145
1601,11145
1602,11145
1603,11145
1604,11145
1605,26111
1606,26111
1607,2327
1608,25172
1609,25172
1610,25172
1611,25126
1612,25361
1613,25361
1614,25361
1615,25361
1616,25361
1617,20045
1618,20045
1619,20045
1620,20045
1621,20045
1622,20045
1623,20045
1624,20045
1625,20045
1626,17145
1627,17145
1628,17145
1629,17145
1630,17145
1631,17145
1632,17145
1633,17145
1634,17145
1635,17145
1636,27511
1637,27511
1638,27511
1639,27511
1640,27511
1641,27511
1642,27511
1643,27511
1644,14163
1645,14163
1646,14163
1647,14163
1648,14163
1649,13211
1650,13211
1651,13211
1652,13211
1653,13211
1654,13211
1655,13211
1656,13211
1657,13211
1658,13211
1659,13211
1660,13211
1661,13211
1662,13211
1663,13211
1664,13211
1665,19413
1666,19413
1667,19413
1668,19413
1669,19413
1670,19413
1671,19413
1672,19413
1673,19413
1674,19413
1675,20844
1676,20844
1677,20844
1678,20844
1679,20844
1680,20844
1681,20844
1682,20844
1683,20844
1684,20844
1685,12343
1686,12343
1687,12343
1688,12343
1689,12343
1690,12343
1691,12343
1692,12343
1693,12343
1694,12343
1695,18996
1696,18996
1697,18996
1698,18996
1699,16325
1700,16325
1701,16325
1702,16325
1703,16325
1704,16325
1705,16325
1706,16325
1707,23031
1708,23031
1709,23031
1710,23031
1711,23031
1712,23031
1713,23031
1714,23031
1715,23031
1716,23031
1717,23031
1718,23031
1719,23031
1720,23031
1721,23031
1722,25225
1722,28114
1723,25225
1723,28114
1724,25225
1724,28114
1725,3266
1726,3266
1727,3266
1728,3266
1728,3147
1729,3266
1730,3266
1731,3266
1732,3266
1733,3266
1734,3266
1735,3266
1736,3266
1737,3266
1738,3266
1739,3266
1740,3266
1741,3266
1742,3266
1743,3266
1744,3266
1745,25160
1746,25160
1747,26815
1748,26815
993,26815
1749,25360
1750,25360
1751,25360
1752,25360
1753,25360
1754,25360
1755,25360
1756,25360
1757,25360
1758,25360
1759,25360
1760,25360
